Enterprise,Title,Location,Link
주식회사 윌로그,[윌로그] DevOps 엔지니어 (DevOps Engineer) 경력직 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45139064
(주)두들린,[그리팅] DevOps 엔지니어 (Senior),서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45215256
(주)하몬소프트,클라우드 기반 DevOps 구축 개발자,서울금천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45233139
(주)시니어앤파트너즈,[성수동] Node.js Devops 개발자,서울성동구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45277931
(주)커리어라이즈,[초우량 벤처기업] DevOps 엔지니어,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45325369
(주)스마일게이트알피지,[LOST ARK] 플랫폼개발/DevOps 담당,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45375912
(주)비바리퍼블리카,[토스페이먼츠] DevOps Engineer,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45007951
(주)비바리퍼블리카,[토스플레이스] DevOps Engineer,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45017613
(주)파운트,[파운트] 데브옵스(DevOps) 엔지니어,서울서대문구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45209859
(주)버드뷰,DevOps Team Lead,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44013571
주식회사오지스,Ozys DevOps 엔지니어 모집,서울영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45325201
미원상사(주),미원상사㈜&관계사 각 부문 채용,경기안산시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45340973
(주)하나기술,㈜하나기술 2023년 상반기 각 부문별 직원 채용 공고,경기용인시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45219032
㈜셀트리온,㈜셀트리온 2023년 1차 신입/경력 수시채용,인천연수구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45308223
(주)코난테크놀로지,2023년 상반기 각 부문 신입/경력 상시 채용,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44948146
(주)쎄트렉아이,상반기 공채(우주/위성/방산/SW개발자/전자/기계/품질/IT/관리),대전유성구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45272140
(주)딥노이드,딥노이드 신입 ·경력 채용공고,서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44999808
한화비전(주),'2023 상반기 한화비전 채용전제형인턴 채용,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45355592
(주)디모아,각 분야 채용공고,서울용산구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42912594
(주)아이비케이시스템,2023년 상반기 IBK 시스템 신입직원 모집요강,서울중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45314676
(주)엠투아이코퍼레이션,2023년 각 부문별 신입/경력 채용,경기안양시 동안구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45238037
지에스이피에스(주),2023년 상반기 신입/경력 수시채용,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45331494
중소기업중앙회,각 분야 채용공고,서울영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45307517
펜타시큐리티시스템(주),[Penta Security] 개발 부분(신입/경력) 인재 채용,서울영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45262130
메타넷디지털(주),2023 메타넷그룹 경력직 공개채용,서울종로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45160542
지니언스(주),2023 지니언스㈜ 상반기 공개 채용,경기안양시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45169179
(주)이카운트,이카운트 상반기 웹 경력개발자 채용,서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45239690
(주)디모아,각 분야 채용공고,서울용산구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45385266
(주)이카운트,이카운트 상반기 신입 개발자 대규모 채용,서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45286287
(주)바로고,배달파트 Back-end Engineer(JAVA),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42854239
(주)아이엔지스토리,"[020플랫폼] 서버/인프라, 백엔드 개발, 어플리케이션 개발자 모집",서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45171373
(주)컨셉터스,빅데이터 플랫폼 웹Back-end(백엔드/JAVA) 신입/경력직 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45383766
(주)씨티아이랩,사업 개발PL / 프론트엔드 / 백엔드,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44977907
(주)소프트웨어인라이프,Docswave GWS TAM Team Leader,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45193371
비엔비컴퍼니(주),개발 PL 또는 개발PM 모집 (정규직),서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45166507
(주)헬로서치,업계 1위 대기업 프론트앤드/백엔드팀장급 각각,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45320614
(주)투비파트너즈,(국내 대기업) 인프라 엔지니어 담당,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45345900
프레시즘(주),[스톡옵션약정] 플랫폼 Back-end 중급 개발자 정규직 채용,서울영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45358292
(주)헬로서치,업계 1위 대기업 IOT개발 과장/차장급 모집,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45381461
(주)헬로서치,업계 1위 대기업 전사 IT 개발자(서버) 과장/차장급 모집,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45381405
(주)헬로서치,인플루언서 마케팅 회사 프론트엔드/백엔드개발 각각 모집,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45381325
(주)와따,백엔드 JAVA 자바 개발자 모집,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40755923
(주)피플펀드컴퍼니,백엔드 엔지니어 (Python),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41414828
(주)와따,[WATA Inc] GIS 프론트엔드 엔지니어,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43497263
(주)오픈소스컨설팅,미들웨어/PaaS 엔지니어,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44954904
(주)피플펀드컴퍼니,백엔드 엔지니어 (Kotlin/Java),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44798121
(주)서원정보,정보보안 솔루션 엔지니어 모집(경력직),서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45185025
(주)골드브릿지,개발자 중급자/경력직 채용(3/20 시청부근 사무실 이전 확정),부산부산진구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45174643
엔터웨이파트너스,개발실장 (Java기반 온라인 학습시스템 개발)-에듀테크 기업,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45333950
로버트월터스코리아(주),[IT/엔지니어] Cloud Engineer,서울중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45350753
(주)오픈소스컨설팅,아틀라시안 엔지니어,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45366828
(주)이우소프트,Web/Cloud Back-end 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43423989
(주)이우소프트,Web/Cloud Front-end 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43423980
(주)이우소프트,SW Architect (SW 엔지니어),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43423941
(주)에스엠디솔루션,[(주)에스엠디솔루션] 백엔드 개발자 채용,서울종로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45305556
(주)에스유스카우트,[머신러닝 AI] 인프라 엔지니어,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45320507
스트라토,Cloud 관리 솔루션 프리세일즈 모집,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45329541
(주)글로벌스카우트,[Global IT회사] System Analyst,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45341152
주식회사 유룸,Azure Cloud Solutions Architect 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42517114
(주)비밀리,서버운영 엔지니어 채용,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43722933
(주)아파트아이,[아파트아이] 클라우드 엔지니어,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44206671
(주)라라스테이션,안드로이드 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45132161
(주)라라스테이션,IOS 개발자 모집,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45132173
(주)비밀리,[경력] 앱 QA 채용,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45161966
(주)한국포인트거래소,백엔드 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44969712
(주)에듀메타,에듀메타 인재 채용 (블록체인 엔지니어),부산남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45224806
(주)웰데이타시스템,공공클라우드전환/ 마이그레이션/ AP전환/시스템엔니지어 채용,제주제주시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45212891
(주)에이아이트릭스,QA Engineer,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45235583
(주)코리아휴먼리소시스,대기업 계열사 백엔드 개발자(5년이상) 채용,서울동작구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45333286
커리어커넥트(주),[초음파 진단기 전문기업] S/W 엔지니어링,서울강동구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45362710
(주)세나클소프트,[헬스케어 서비스] 시스템 엔지니어,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=39739665
(주)스마트스코어,[골프IT플랫폼 스마트스코어] PHP 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43456967
(주)미디움,DevOps Engineer 모집,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45377492
(주)야놀자,DevOps Engineer - Infra,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45127706
씨제이올리브영(주),SRE(DevOps),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45324400
메가존클라우드(주),Hybrid&AI Platform Cloud (개발/Elastic/Sales/DevOps) 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45298516
(주)어센트코리아,인프라 엔지니어(DevOps),서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45352622
(주)클라리파이,기업부설연구소 클라우드/DevOps 엔지니어 채용,서울종로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45189669
(주)스마트스코어,DevOps(On-Premise/Cloud) 운영 관리(License & Documentation),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45317186
(주)하이브,[HYBE] DevOps 엔지니어,서울용산구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45334618
법무법인(유)대륜,법무법인(유한) 대륜 백엔드 개발자/DevOps 엔지니어 모집,부산해운대구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45270663
(주)에듀윌,Devops Engineer(파트장),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45356528
(주)뉴링크,[뉴링크] DevOps Engineer(신입),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42766391
(주)지엘엔인터내셔널,[GLN] CICD/DevOps 담당자 (경력 무관),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44909965
(주)씨알에스큐브,AWS(Devops)엔지니어 채용,서울마포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45274773
경기산업(주),제어로봇팀 devops/시스템엔지니어 부서장 채용,경기시흥시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45249339
(주)단군소프트,DevOps 엔지니어,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45384908
(주)서울옥션,[(주)서울옥션] 웹서비스개발팀 DevOps 신규직원,서울종로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45389852
(주)안랩,[경력] DevOps 담당자 모집,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45335127
오비오주식회사,DevOps/시스템 엔지니어 채용,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43138288
(주)이스트소프트,[ESTsoft] DevOps 엔지니어 (경력),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43301252
(주)이노그리드,[이노그리드] R&D 개발센터 경력 채용 (DevOps팀),서울중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45154689
(주)이스트시큐리티,[ESTsecurity] IT시스템 DevOps 엔지니어 (리드급),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44192153
오케스트로(주),Full Stack Developer(DevOps Platform),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44349000
(주)인텍에프에이,devops/시스템엔지니어 모집,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45025222
(주)플래티어,코스닥 상장사 ㈜플래티어 IDT부문 DevOps 엔지니어 채용,서울송파구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45160631
(주)무하유,[무하유/카피킬러] DevOps Engineer,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44625732
(주)티몬,[티몬] 전사개발표준관리 및 DevOps,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45290650
메가존클라우드(주),DevOps Architect Engineer 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45145302
메가존클라우드(주),Platform Service (개발/AA/Engineer/DevOps 등) 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45190954
메가존클라우드(주),"VDI,HashiCorp 기술전문가(VDI Engineer, DevOps, Sales 등)",서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45190857
메가존클라우드(주),"Azure, GCP 기술 전문가(SA, Game, DevOps 등) 채용",서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45190916
메가존클라우드(주),Tanzu Platform Architect (Pre-Sales/K8s/DevOps) 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45298550
(주)이제이엔,DevOps Engineer(3년 이상),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42806042
(주)위메프,[위메프서비스] DevOps Engineer,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45374021
(주)뉴빌리티,DevOps Engineer(Robotics) (전문연구요원 편입가능),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44923904
(주)다날핀테크,다날핀테크 개발본부 DevOps 경력사원 모집,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45203539
(주)맥스트,DevOps 엔지니어 채용 (경력),서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45214709
(주)미디움,[기술본부] DevOps 엔지니어 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45356698
(주)페이타랩,[패스오더] DevOps Engineer,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42095487
(주)페이타랩,[패스오더] DevOps Engineer (병역특례/산업기능요원/보충역/전직),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=42360508
(주)알체라,[경력] DevOps Engineer,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44408316
(주)스마일게이트메가포트,[테일즈런너] PC게임 서비스 운영(GM) 담당,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45156009
넛지헬스케어(주),[캐시워크] 백엔드/서버 개발자,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45300278
오케스트로(주),운영유지보수-개발,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45328559
(주)에스티이지,(주)STEG 솔루션 본부 2023년 상반기 각 부문별 신입&경력 채용,서울금천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45288270
(주)에스제이더블유인터내셔널,[시원스쿨] 웹개발자(PHP) 채용,서울영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45303645
행복쇼핑(주),REACT · PHP · PYTHON 개발자 채용,서울영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45151709
(주)스탠스,(주)스탠스 유니티 신입/경력 개발자 모집,서울노원구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45116779
몬드리안에이아이(주),"백엔드 개발자 (신입, 경력) 채용",인천연수구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45040577
와이즈마인드(주),스마트팩토리 시스템 프로그램 개발자 채용,경남진주시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45143341
루먼랩(주),"백엔드(Java spring,Springboot,Spring framework) 개발자 채용",서울송파구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45255556
(주)하늘엔,"PHP개발자 및 React개발자, Frontend Developer분야 채용",부산연제구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45365985
(주)해인코퍼레이션,아마존US 의류브랜드 MD 신규채용,서울동대문구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45183491
(주)루닛,[헬스케어 상장사] 국내 사업 개발 담당자(영업 관리),서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45367419
(주)에잇스니핏,"8snippet IT서비스 고객지원(CS) 인재 채용 / 대전, 세종",대전유성구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45317575
(주)디카르고,[디카르고] JAVA백엔드주니어개발자 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45179539
(주)아데코코리아,[자율주행/서울] Software Engineer,서울성동구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45298331
(주)에티버스,(주)에티버스 Oracle DB 엔지니어 모집 (경력),서울중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45030576
롯데정보통신(주),[P클라우드팀] 퍼블릭 클라우드 매니지드 서비스,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45065306
(주)드림어스컴퍼니,[오디오 플랫폼 FLO] Backend(Senior) 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43242352
(주)드림어스컴퍼니,[오디오 플랫폼 FLO] Backend(Junior) 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40715106
(주)커리어케어,스마트팩토리 솔루션 스타트업 개발팀장,인천연수구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45379908
넛지헬스케어(주),[병역특례] 백엔드 개발(Node.js) 산업기능요원 모집,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44038475
넛지헬스케어(주),[캐시워크] 백엔드/서버 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44036382
넛지헬스케어(주),[캐시워크-병역특례] 백엔드개발 산업기능요원,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45151658
(주)칩스앤미디어,[반도체IP 개발사] SW Test Engineer,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43887927
(주)해줌,[에너지IT기업 해줌] 프론트엔드 개발 팀장,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44478151
오케스트로(주),Cloud Architect (Application Architect),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44854290
(주)아이오바이오,플랫폼 사업 프론트엔드 개발자 모집,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45321428
파킹클라우드(주),[파킹클라우드-SK계열사] 웹 프론트엔드 개발자,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44252911
파킹클라우드(주),[SK계열사] 웹 프론트엔드 개발자 채용,서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45225357
라온피플(주),AI플랫폼 부문 개발자 모집,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45183265
베스핀글로벌(주),금융 Presales 영입,서울서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45231123
(주)슈프리마,얼굴인식/비디오 분석 인공지능 알고리즘 개발자,경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44846105
(주)디오에프연구소,SW QA 엔지니어,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44981276
(주)씨이랩,[(주)씨이랩] 웹서비스 백엔드 개발 및 운영담당자 모집,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45254611
(주)스카우트,React 또는 Flutter 프론트엔드 개발자,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45285952
(주)스카우트,[AI전문기업] Software Engineer,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45296195
(주)스카우트,[삼성계열 SW 전문기업] Openstack 클라우드 플랫폼 B/E 개발,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45323898
(주)스카우트,취약점 관리 및 진단 담당,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45332981
(주)사이버메드,(주)사이버메드 S/W 정규직 채용,대전유성구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44974257
(주)주스,[KT그룹사 Juice](주)지니뮤직 계열사 Front-end 개발자 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45220516
(주)가비아씨엔에스,가비아CNS 영업담당 채용,경기성남시,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45353861
(주)루닛,QA Manager(의료기기 품질보증 담당자 채용),서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45352229
(주)야놀자,Back-end Engineer - F&B 솔루션,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45343913
(주)단군소프트,AEC 엔지니어,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45385230
(주)안랩,[경력] 보안관제 웹서비스 개발자 모집 (채용시 마감),경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45316807
롯데정보통신(주),[P클라우드팀] SA (AWS),서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45065189
(주)단군소프트,"Autodesk 기술지원 엔지니어(AutoCAD, Inventor)",서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45385221
㈜다날,다날 PG 금융서비스기술 운영(신입/경력) 모집,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45039262
㈜비디,서비스플랫폼그룹 백엔드 개발자 채용,서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45171358
(주)투비소프트,[(주)투비소프트] 연구소 각 부문 채용(신입/경력),서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45216484
(주)해줌,[에너지 IT기업 해줌] 백엔드 개발자 채용,서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40501526
(주)딥노이드,"플랫폼 - 웹기획,인공지능,운영,프론트·백엔드,데스옵스,QA",서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45000577
(주)푸드테크,(주)푸드테크 IT부문 웹개발자 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45322696
라온피플(주),AI 스마트팜 부문 개발자 모집,경기성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45101660
넷마블(주),[넷마블] 업무시스템 담당자 모집,서울구로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45312400
메가존클라우드(주),AWS Managed Service (Enterprise Cloud Engineer) 채용,서울강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45171382
